"Šifra";"Naziv";"Županija";"Poštanski Broj";"Mjesto";"Adresa";"Tip Ustanove";"Osnivač";"Ravnatelj";"Telefon";"Faks";"e Pošta";"Web"
"19-512-501";"SREDNJA POLJOPRIVREDNA I TEHNIČKA ŠKOLA";"Dubrovačko-neretvanska županija";"20355";"Opuzen";"Trg Opuzenske bojne 5 ";"Srednja škola";"Dubrovačko-neretvanska županija";"Ivana  Filipović";"020/672-690, 020/672-689";"020/672-690";"info@ssopuzen.hr";"www.ssopuzen.hr"
"20-010-501";"Gimnazija Josipa Slavenskog Čakovec";"Međimurska županija";"40000";"Čakovec";"Vladimira Nazora 34";"Srednja škola";"Međimurska županija";"Tea  Dragić Runjak";"040/314-900, 040/314-901, 040/314-902, 040/314-903,904,905";"040/314-911";"gjs@gimnazija-cakovec.hr, gjs@gimnazija-cakovec.hr";"www.gimnazija-cakovec.hr"
"20-010-502";"GRADITELJSKA ŠKOLA ČAKOVEC";"Međimurska županija";"40000";"Čakovec";"ŠPORTSKA 1";"Srednja škola";"MEĐIMURSKA ŽUPANIJA";"Zvonko  Ladić";"040/329-024, 040/329-002, 040/329-000, 040/329-001, 040 329-016";"040/329-013";"gsc@ss-graditeljska-ck.skole.hr, gsc@gsc.hr";"www.gsc.hr"
"20-010-503";"TEHNIČKA ŠKOLA ČAKOVEC";"Međimurska županija";"40000";"Čakovec";"Športska 5";"Srednja škola";"Međimurska županija";"Dražen  Blažeka";"040/328-522, 040/328-881, 328-539, 328-528";"040/328-521";"tsck@tsck.hr, ravnatelj@tsck.hr";"www.tsck.hr"
"20-010-504";"EKONOMSKA I TRGOVAČKA ŠKOLA";"Međimurska županija";"40000";"Čakovec";"VLADIMIRA NAZORA 36";"Srednja škola";"Međimurska županija";"Bosiljka  Vinković Kukolić";"040/312-520, 040/312-520, 040/310-982, 040/311-115";"040/310-982";"ets@ets.hr, ets@ets.hr";""
"20-010-505";"GOSPODARSKA ŠKOLA";"Međimurska županija";"40000";"Čakovec";"VLADIMIRA NAZORA 38";"Srednja škola";"Međimurska županija";"Renato  Vinko";"040/395-302, 040/395-302, 040/395-276, 099 47 89 411, 040 396 592, 040 328 067, 040 396 591";"040/395-302";"gospodarska-skola-cakovec@ck.t-com.hr";"www.ss-gospodarska-ck.skole.hr"
"20-527-501";"SREDNJA ŠKOLA PRELOG";"Međimurska županija";"40323";"Prelog";"ČAKOVEČKA 1";"Srednja škola";"Međimurska županija";"Tomislav  Gregur";"040/645-400, 040/645-400, 040/648-082";"040/645-456";"ssp@ss-prelog.skole.hr";"http://ss-prelog.skole.hr/"
"21-114-501";"I. GIMNAZIJA";"Grad Zagreb županija";"10010";"Zagreb";"AVENIJA DUBROVNIK 36";"Srednja škola";"Grad Zagreb ";"Dunja  Marušić Brezetić";"01/660-11-53, 660-16-65, 669-27-47, 01/669-26-78";"01/669-26-48";"info@prva.hr, ured@gimnazija-prva-zg.skole.hr";""
"21-114-502";"II. gimnazija";"Grad Zagreb županija";"10000";"Zagreb";"Križanićeva 4";"Srednja škola";"Grad Zagreb";"Drago  Bagić";"01/4500-161, 01/4611-834, 01/4611-832";"01/4500-160";"2.gimnazija-zagreb@zg.t-com.hr, ured@gimnazija-druga-zg.skole.hr";"www.druga.hr"
"21-114-503";"III. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"KUŠLANOVA 52";"Srednja škola";"Grad Zagreb ";"Darka  Sudarević";"01/230-54-54, 01/233-96-29, 233-96-27";"01/233-96-28";"ured@gimnazija-treca-zg.skole.hr, treca.zg@3gimnazija.hr";""
"21-114-504";"IV. Gimnazija";"Grad Zagreb županija";"10000";"Zagreb";"Ulica Žarka Dolinara 9";"Srednja škola";"Grad Zagreb ";"Sonja  Kamčev Bačani";"01/667-71-88, 01/667-72-28, 01/668-86-69";"01/667-71-88";"4.gimnazija-zg@zg.htnet.hr";""
"21-114-505";"V. gimnazija";"Grad Zagreb županija";"10000";"Zagreb";"KLAIĆEVA 1";"Srednja škola";"Grad Zagreb ";"Tihomir  Engelsfeld";"01/482-80-70, 01/482-62-03, 01/483-81-22, 482-80-71";"01/483-81-27";"tajnistvo@petagimnazija.hr";""
"21-114-506";"GORNJOGRADSKA GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"Trg Katarine Zrinske 5";"Srednja škola";"Grad Zagreb ";"Nenad  Polondak";"01/485-19-48, 01/485-20-56, 01/485-19-53, 01/485-20-57, 01/487-59-33";"01/485-19-47";"gornjogradska@ggg.hr";""
"21-114-507";"VII. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"KRIŽANIĆEVA 4";"Srednja škola";"Grad Zagreb ";"Ivka  Nevistić";"01/461-18-35, 01/461-17-41";"01/455-28-65";"7.gimnazija-zg@zg.t-com.hr, tajnistvo@gimnazija-sedma-zg.skole.hr";""
"21-114-508";"Gimnazija Tituša Brezovačkog";"Grad Zagreb županija";"10000";"Zagreb";"HABDELIĆEVA 1";"Srednja škola";"Grad Zagreb ";"Damir  Jelenski";"01/485-24-10, 01/485-19-37, 01/485-19-38";"01/485-24-10";"osma.gimnazija@zg.t-com.hr, ss-zagreb-508@skole.t-com.hr, gimnazija.titusa.brezovackog@zg.t-com.hr";""
"21-114-509";"IX. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"Zagreb, Dobojska 12";"Srednja škola";"Grad Zagreb ";"Sonja  Lušić Radošević";"01/309-71-97, 01/309-71-97, 01/309-71-99, 01/309-71-98";"01/309-71-97";"ix-gimnazija@zg.htnet.hr, SS-ZAGREB-509@skole.t-com.hr";""
"21-114-510";"X. gimnazija Ivan Supek";"Grad Zagreb županija";"10000";"Zagreb";"KLAIĆEVA 7";"Srednja škola";"Grad Zagreb ";"Željka  Frković";"01/377-18-79, 01/377-21-36, 01/550-92-83, 01/377-84-26, 01/377-47-08, 01/55 09 280";"01/377-47-65, 01/377-21-36";"referada@Xgimnazija.hr, tajnica@Xgimnazija.hr, X.gimnazija@deseta.hr";"www.deseta.hr"
"21-114-511";"XI. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"SAVSKA CESTA 77";"Srednja škola";"Grad Zagreb ";"Maja  Sečić-Kopinč";"01/617-74-89, 01/617-73-98, 01/615-47-11";"01/617-73-98, 617-74-89";"ured@gimnazija-jedanaesta-zg.skole.hr";""
"21-114-512";"XII. Gimnazija";"Grad Zagreb županija";"10040";"Zagreb";"GJURE PREJCA 2";"Srednja škola";"Grad Zagreb ";"Blaženka  Ječminek";"01/299-23-56, 01/299-23-58, 01/299-24-34";"01/299-23-56";"ured@gimnazija-dvanaesta-zg.skole.hr";""
"21-114-513";"XIII. gimnazija";"Grad Zagreb županija";"10010";"Zagreb";"Avenija Većeslava Holjevca 17";"Srednja škola";"Grad Zagreb ";"Želimir  Čečura";"01/6600 643, 01/6683 864";"01/6623 600";"ured@gimnazija-trinaesta-zg.skole.hr";"http://www.xiiigimnazija.com"
"21-114-514";"Gimnazija Lucijana Vranjanina";"Grad Zagreb županija";"10090";"Zagreb";"TRG HRVATSKIH PAVLINA 1";"Srednja škola";"Grad Zagreb ";"Milica  Medak";"01/373-22-40, 01/373-23-66, 01/373-24-95, 373-45-94";"01/373-21-12";"glv@gimnazija-lvranjanina-zg.skole.hr";""
"21-114-515";"XV. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"JORDANOVAC 8";"Srednja škola";"Grad Zagreb ";"Ljiljana  Crnković";"01/232-84-85, 01/232-15-64, 01/232-84-85";"01/232-15-64";"tajnistvo@mioc.hr";""
"21-114-516";"XVI. GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"KRIŽANIĆEVA 4A";"Obrazovanje odraslih, Srednja škola";"Grad Zagreb ";"Nina  Karković";"01/461-15-16, 01/461-15-16, 01/461-15-19, 01/461-19-77";"01/461-15-19";"xvi.gimnazija@zg.t-com.hr";""
"21-114-517";"KLASIČNA GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"Križanićeva 4a";"Srednja škola";"Grad Zagreb ";"Boris  Anić";"01/461-17-18, 01/461-17-18, 01/461-15-17, 01/455-77-50";"01/461-15-17";"klasicna.gimnazija@skole.com";""
"21-114-518";"XVIII. gimnazija";"Grad Zagreb županija";"10000";"Zagreb";"MESIĆEVA 35";"Srednja škola";"Grad Zagreb ";"Irena  Vajdovčić";"01/4680-641, 01/4680-647, 01/4680-645, 01/4636-338, 01/4616-136, 01/4663-758";"01/4636-338";"ured@gimnazija-osamnaesta-zg.skole.hr";""
"21-114-519";"ZDRAVSTVENO UČILIŠTE";"Grad Zagreb županija";"10000";"Zagreb";"MEDVEDGRADSKA 55";"Srednja škola";"Grad Zagreb ";"Hrvoje  Odak";"01/555-2151, 01/555-2161, 01/555-2152, 01/466-78-28, 466-82-72, 466-77-67, 466-76-20";"01/466-77-87";"ured@ss-zdravstevno-uciliste-zg.skole.hr";""
"21-114-520";"ŠKOLA ZA MEDICINSKE SESTRE MLINARSKA";"Grad Zagreb županija";"10000";"Zagreb";"Mlinarska cesta 34";"Srednja škola";"Grad Zagreb ";"Asja  Jelaković";"01/466-80-79, 01/466-80-79, 01/466-80-81, 01/ 466-60-61, 01/466-78-62";"01/466-84-94";"mlinarska@mlinarska.hr, admin@ss-medsestremlinarska-zg.skole.hr";"www.mlinarska.hr"
"21-114-521";"ŠKOLA ZA MEDICINSKE SESTRE VINOGRADSKA";"Grad Zagreb županija";"10000";"Zagreb";"VINOGRADSKA CESTA 29";"Srednja škola";"Grad Zagreb ";"Višnja  Pranjić";"01/376-84-57, 01/376-84-57, 01/376-86-55, 01/378-71-26";"01/370-09-88";"sms@skolamedvinogradska.hr";"www.skolamedvinogradska.hr"
"21-114-522";"ŠKOLA ZA PRIMALJE";"Grad Zagreb županija";"10000";"Zagreb";"VINOGRADSKA CESTA 29";"Srednja škola";"Grad Zagreb";"Gordana  Tobisch";"01/376-82-85, 01/376-82-85, 01/376-86-44, 01/376-91-61";"01/376-86-44";"szp@ss-primalje-zg.skole.hr";"www.ss-primalje-zg.skole.hr"
"21-114-523";"ŠKOLA ZA MEDICINSKE SESTRE VRAPČE";"Grad Zagreb županija";"10090";"Zagreb";"BOLNIČKA CESTA 32";"Srednja škola";"Grad Zagreb ";"Latinka  Križnik";"01/348-36-62, 0912333407";"01/3483 662";"msvrapce@ss-medicinske-vrapce-zg.skole.hr";"www.ss-medicinske-vrapce-zg.skole.hr/"
"21-114-524";"Veterinarska škola";"Grad Zagreb županija";"10040";"Zagreb";"GJURE PREJCA 2";"Srednja škola";"Grad Zagreb";"Andrea  Djurdjević";"01/299-23-54, 01/298-15-35";"";"veterinarska.skola@ss-veterinarska-zg.skole.hr";""
"21-114-527";"I. tehnička škola Tesla";"Grad Zagreb županija";"10000";"Zagreb";"KLAIĆEVA 7";"Srednja škola";"Grad Zagreb ";"Ivanka  Sluganović";"01/377-14-00, 01/377-35-86, 01/377-18-80, 01/375-65-77, 377-16-24";"01/376-53-29";"tesla@tesla.hr, tesla@ss-prva-tehnicka-tesla-zg.skole.hr";""
"21-114-528";"Elektrotehnička škola";"Grad Zagreb županija";"10000";"Zagreb";"KONAVOSKA 2";"Srednja škola";"Grad Zagreb";"Renato  Matejaš";"01/366-61-14, 01/366-61-14, 01/366-50-33";"01/366-5666";"skola@ss-elektrotehnicka-zg.skole.hr";"http://ss-elektrotehnicka-zg.skole.hr/"
"21-114-530";"Elektrostrojarska obrtnička škola";"Grad Zagreb županija";"10000";"Zagreb";"SELSKA CESTA 83";"Srednja škola";"Grad Zagreb ";"Anto  Delač";"01 3695 080, 01 3023 822, 01 3023 823, 01 3018 611, 098 980 44 23";"01 3026 165";"info@esos.hr, anto.delac@skole.hr";"www.esos.hr"
"21-114-531";"GRADITELJSKA TEHNIČKA ŠKOLA";"Grad Zagreb županija";"10020";"Zagreb";"AVENIJA VEĆESLAVA HOLJEVCA 17";"Srednja škola";"Grad Zagreb ";"Dinka  Džeko";"01/667-05-06, 01/662-28-06, 667-05-06, 01/667-73-35, 667-24-72";"01/667-05-06";"info@gts.hr, gts@gts.hr";"http://www.ss-graditeljska-zg.skole.hr/"
"21-114-532";"Geodetska škola";"Grad Zagreb županija";"10020";"Zagreb";"AVENIJA VEĆESLAVA HOLJEVCA 15";"Srednja škola";"Grad Zagreb ";"Biserka  Maurer";"01/660-06-48, 01/660-06-48, 01/660-06-48, 01/667-05-00, 669-70-88";"01/665-81-15";"uprava@geoskola.hr, uprava@geoskola.hr";""
"21-114-535";"PRVA EKONOMSKA ŠKOLA";"Grad Zagreb županija";"10000";"Zagreb";"MEDULIĆEVA 33";"Srednja škola";"Grad Zagreb ";"Franjo  Rep";"01/482-80-96, 01/482-80-89";"01/482-66-84";"srednja@prva-ekonomska-skola.hr, prvaeksk@gmail.com";""
"21-114-536";"DRUGA EKONOMSKA ŠKOLA";"Grad Zagreb županija";"10000";"Zagreb";"DOBOJSKA 12";"Srednja škola";"Grad Zagreb ";"Ana  Naletilić";"01/309-71-96, 309-71-95, 01/309-71-96, 309-71-95, 01/309-71-96, 309-71-95";"01/309-71-96, 309-71-95";"ured@ss-druga-ekonomska-zg.skole.hr";""
"21-114-537";"Treća ekonomska škola";"Grad Zagreb županija";"10000";"Zagreb";"TRG J. F. KENNEDYA 5";"Srednja škola";"Grad Zagreb ";"Mirko  Kožul";"01/233-61-16, 01/232-80-23, 01/231-51-61, 01/233-82-58, 232-53-83";"01/232-80-23";"treca.ekonomska@tes.hr";""
"21-114-538";"PRIRODOSLOVNA ŠKOLA VLADIMIRA PRELOGA";"Grad Zagreb županija";"10000";"Zagreb";"ULICA GRADA VUKOVARA 269";"Srednja škola";"Grad Zagreb ";"Zlatko  Stić";"01/618-47-64, 618-47-72, 01/618-47-80, 01/618-47-97, 098/229-948, 01/618-48-29, 618-48-28";"01/618-47-80";"info@psvprelog.hr, ravnatelj@psvprelog.hr";""
"21-114-539";"UGOSTITELJSKO-TURISTIČKO UČILIŠTE";"Grad Zagreb županija";"10020";"Zagreb";"KOMBOLOVA 2 A";"Srednja škola";"Grad Zagreb";"Mladen  Smodlaka";"01/668-69-86, 668-68-66, 01/660 17 39, 01/668-43-65, 668-48-68, 01/660-39-26, 669-26-49, 660-39-15, 660-39-21";"01/668-43-77";"ravnatelj@utu.hr, tajnik@utu.hr, ured@uciliste-ugostiteljsko-turisticko-zg.skole.hr";"www.utu.hr"
"21-114-540";"Poštanska i telekomunikacijska škola";"Grad Zagreb županija";"10000";"Zagreb";"TRG J. F. KENNEDYJA 9";"Srednja škola";"Grad Zagreb ";"Zlatko  Sviben";"01/230-07-08, 01/230-07-08, 01/230-07-08";"01/230-42-16";"ptskola@ptskola.hr";""
"21-114-541";"ŠKOLA ZA CESTOVNI PROMET";"Grad Zagreb županija";"10000";"Zagreb";"TRG J. F. KENNEDYJA 8";"Srednja škola";"Grad Zagreb ";"Renata  Heljić";"01/230-34-44, 01/230-34-58";"01/230-05-81";"info@scp.hr";""
"21-114-542";"POLJOPRIVREDNA ŠKOLA";"Grad Zagreb županija";"10040";"Zagreb";"GJURE PREJCA 2";"Srednja škola";"Grad Zagreb ";"Marica  Berdik";"01/299-21-33, 01/298-86-70";"01/298-86-70";"ured@ss-poljoprivredna-zg.skole.hr, poljoprivrednaskolazg@psz.hr";""
"21-114-543";"PREHRAMBENO-TEHNOLOŠKA ŠKOLA";"Grad Zagreb županija";"10040";"Zagreb";"GJURE PREJCA 2";"Srednja škola";"Grad Zagreb ";"Josip  Šestak";"01/299-23-57, 01/299-23-55, 01/299-23-53, 01/299-23-52, 099/3349865";"01/299-23-55";"ured@ss-prehrambenotehnoloska-zg.skole.hr, josip.sestak@skole.hr";""
"21-114-544";"Škola za modu i dizajn";"Grad Zagreb županija";"10000";"Zagreb";"PRILAZ BARUNA FILIPOVIĆA 30";"Srednja škola, Umjetnička škola";"Grad Zagreb ";"Petar  Smajić";"01/377-31-33, 01/377-2287, 01/370-31-55";"01/370-34-37";"skola-mid@email.ht.hr, mid@ss-moda-dizajn-zg.skole.hr";"www.ss-moda-dizajn-zg.skole.hr"
"21-114-545";"Škola za grafiku, dizajn i medijsku produkciju";"Grad Zagreb županija";"10000";"Zagreb";"GETALDIĆEVA 2";"Srednja škola";"Grad Zagreb ";"Dubravko  Deželić";"01/237-10-70, 01/237-10-75, 01/237-10-76";"01/2456-245";"info@skola-gdmp.hr";"skola-gdmp.hr"
"21-114-546";"NADBISKUPSKA KLASIČNA GIMNAZIJA s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"VOĆARSKA 106";"Srednja škola";"Zagrebačka metropolija";"Ljuba  Duvnjak";"01/468-04-25, 01/468-05-16, 01/468-08-48";"01/468-04-25";"ured@gimnazija-nadbiskupska-klasicna-zg.skole.hr, ured.nkg.zagreb@gmail.com";"http://www.nkg-zagreb.hr"
"21-114-547";"STROJARSKA TEHNIČKA ŠKOLA FAUSTA VRANČIĆA";"Grad Zagreb županija";"10000";"Zagreb";"AVENIJA MARINA DRŽIĆA 14";"Srednja škola";"Grad Zagreb ";"Dubravko  Diklić";"01/611-87-13, 615-30-30, 615-30-40, 01/615-29-58, 01/615-29-58";"01/619-25-71, 615-29-59";"ured@ss-strojarskotehnickafvrancica-zg.skole.hr, stsfv1@gmail.com, info@stsfv.hr";"www.stsfv.eu"
"21-114-548";"Strojarska tehnička škola Frana Bošnjakovića";"Grad Zagreb županija";"10000";"Zagreb";"KONAVOSKA 2";"Srednja škola";"Grad Zagreb";"Jerko  Pandžić";"01/3665022, 091 2333 298, 01/3665655, 01/3630192";"01/3665057";"sts-bosnjakovic@zg.ht.hr";""
"21-114-549";"Drvodjeljska škola Zagreb";"Grad Zagreb županija";"10000";"Zagreb";"SAVSKA CESTA 86";"Srednja škola";"Grad Zagreb ";"Jadranka  Pejčić";"01/ 617-75-05, 01/ 617-75-06, 01/ 617-74-99";"01/617-74-99";"skola@ss-drvodjeljska-zg.skole.hr";"www.ss-drvodjeljska-zg.skole.hr"
"21-114-550";"Tehnička škola Zagreb";"Grad Zagreb županija";"10000";"Zagreb";"Palmotićeva 84";"Srednja škola";"Grad Zagreb ";"Darko  Jurković";"01/378-33-18, 01/483-99-09, 378-32-20, 01/378-29-69, 483-99-10, 01/Dom: 483-93-93, 483-93-90";"01/483-99-10";"ured@ss-tehnicka-zg.skole.hr, zts-zagreb@zg.htnet.hr";"www.tszagreb.hr"
"21-114-551";"OBRTNIČKA ŠKOLA ZA OSOBNE USLUGE";"Grad Zagreb županija";"10000";"Zagreb";"SAVSKA CESTA 23";"Srednja škola";"Grad Zagreb ";"Darinka  Štampar Šmaguc";"4886 180, 4886190, 4886182, 4886 183, 4886 186, 4886 184   4886 185";"4886181";"skola@ss-obrtnicka-osobneusluge-zg.skole.hr, prva.obrtnicka@gmail.com";""
"21-114-553";"INDUSTRIJSKA STROJARSKA ŠKOLA";"Grad Zagreb županija";"10000";"Zagreb";"AVENIJA MARINA DRŽIĆA 14";"Srednja škola";"Grad Zagreb ";"Nenad  Pavlinić";"01/615-66-11, 01/615-29-55, 01/615-29-55";"01/615-29-60";"iss@ss-industrijska-strojarska-zg.skole.hr";""
"21-114-554";"OBRTNIČKA I INDUSTRIJSKA GRADITELJSKA ŠKOLA";"Grad Zagreb županija";"10020";"Zagreb";"Avenija Većeslava Holjevca 13";"Posebna ustanova odgoja i obrazovanja, Srednja škola";"Grad Zagreb ";"Anto  Vidović";"01/667-05-03, 01/667-05-03, 01/6670-503, 01/660 9255";"01/6623-454";"obrtnicka@oigs.hr, oigszg@gmail.com";""
"21-114-555";"Škola za montažu instalacija i metalnih konstrukcija";"Grad Zagreb županija";"10000";"Zagreb";"SVETI DUH 129";"Srednja škola";"Grad Zagreb ";"Josip  Rodin";"01/370-07-36, 01/370-07-36, 01/370-07-36, 3700-738, 3700-739";"01/370-07-35";"skola@smimk.hr";""
"21-114-556";"Upravna škola Zagreb";"Grad Zagreb županija";"10000";"Zagreb";"Prilaz baruna Filipovića 30";"Srednja škola";"Grad Zagreb ";"Suzana  Hitrec";"01/4830774, 01/4830774, 01/4830772, 01/4830773";"01/4830774";"ured@ss-upravnaskolazagreb-zg.skole.hr";"www.ss-upravnaskolazagreb-zg.skole.hr"
"21-114-557";"TRGOVAČKA ŠKOLA";"Grad Zagreb županija";"10000";"Zagreb";"TRG J.F. KENNEDYA 4";"Srednja škola";"Grad Zagreb ";"Darko  Grgurić";"01/233-57-02, 01/233-57-03, 01/232-29-44, 01/098-231-012";"01/233-57-03";"trgovacka-skola@zg.t-com.hr, SS-ZAGREB-557@skole.t-com.hr";""
"21-114-558";"ŠKOLA PRIMIJENJENE UMJETNOSTI I DIZAJNA";"Grad Zagreb županija";"10000";"Zagreb";"TRG REPUBLIKE HRVATSKE 11";"Srednja škola, Umjetnička škola";"Grad Zagreb ";"Filip  Pintarić";"01/482-80-93, 01/482-80-99, 01/482-80-95";"01/482-64-23";"spudzg@gmail.com";"ss-primijenjenaumjetnostidizajn-zg.skole.hr"
"21-114-560";"ŠPORTSKA GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"Selska cesta 119";"Srednja škola";"Grad Zagreb ";"Stipe  Perišić";"01/301-64-44, 01/369-00-85, 01/309-62-12";"01/36-95-687";"uprava@spogi.hr, ravnatelj@spogi.hr";""
"21-114-565";"GIMNAZIJA SESVETE";"Grad Zagreb županija";"10360";"Sesvete";"Bistrička 7";"Srednja škola";"GRAD ZAGREB";"Slavko  Ivanković";"01/200-24-66, 01/200-34-72, 01/200-34-73";"01/200-34-71";"ured@gimnazija-sesvete.skole.hr";""
"21-114-566";"Srednja škola - Centar za odgoj i obrazovanje";"Grad Zagreb županija";"10000";"Zagreb";"ZAGORSKA 14";"Posebna ustanova odgoja i obrazovanja, Srednja škola";"Grad Zagreb";"Đana  Baftiri";"01/364-34-37, 01/364-38-38, 091/3643-210, 091/3643-322, 091/3643-393";"01/364-70-64";"info@ss-czoio.hr";""
"21-114-568";"Ženska opća gimnazija Družbe sestara milosrdnica - s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"GUNDULIĆEVA 12";"Srednja škola";"Družba sestara milosrdnica";"Vesna  Dinjar, S. Danijela";"01/483-02-48, 01/483-02-48, ";"01/4875 941, 01/487-59-41";"ured@gimnazija-druzbesestaramilosrdnica-zg.skole.hr";""
"21-114-588";"TEHNIČKA ŠKOLA RUĐERA BOŠKOVIĆA";"Grad Zagreb županija";"10000";"Zagreb";"GETALDIĆEVA 4";"Srednja škola";"Grad Zagreb ";"Đurđica  Fuštar";"01/237-10-61, 01/237-10-61, 01/237-10-63, 01/237-10-66";"01/237-10-62";"tsrb@tsrb.hr";"www.tsrb.hr"
"21-114-595";"Hotelijersko-turistička škola u Zagrebu";"Grad Zagreb županija";"10000";"Zagreb";"FRANKOPANSKA 8";"Srednja škola";"Grad Zagreb ";"Marija  Rašan-Križanac";"01/484-85-43, 01/484-85-38, 01/484-85-46, 01/484-91-17";"01/484-85-44";"marija.rasan-krizanac@skole.hr";""
"21-114-618";"PRVA PRIVATNA GIMNAZIJA s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"Andrije Hebranga 21";"Srednja škola";"Jasenka Bistričić Breitenfeld, O.I. 100720954, PU Zagrebačka";"Maja  Breitenfeld";"01/485-21-42, 01/485-21-42, 01/488-36-63";"01/485-21-42";"prva-privatna-gimnazija@zg.t-com.hr";""
"21-114-620";"PRIVATNA KLASIČNA GIMNAZIJA S PRAVOM JAVNOSTI";"Grad Zagreb županija";"10000";"Zagreb";"HARAMBAŠIĆEVA 19";"Srednja škola";"Zlatko Šešelj";"Zlatko  Šešelj";"01/230-03-25";"01/234-50-81";"privklas@zamir.net";""
"21-114-600";"Gimnazija i ekonomska škola Benedikta Kotruljevića, s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"SVETI DUH 129";"Srednja škola";"Nada Morić";"Nada  Morić";"01/370-07-42, 370-76-41, 01/370-07-42";"013700742";"priv-eks-bk@zg.t-com.hr";""
"21-114-601";"Privatna gimnazija i ekonomska škola ""Katarina Zrinski""";"Grad Zagreb županija";"10110";"Zagreb";"Selska cesta 119";"Srednja škola";"Janja Tafra, r.05.09.1985,OI: 102354045, PU Zagrebačka  i  Vitomir Tafra, r.18.07.1955, OI: 103586319, PU Zagrebačka";;"01/3695-588, 01/3010-621, 01/3010-622, 01/4002-304";"01/3014-943";"katarina@zrinski.org";"www.zrinski.org"
"21-114-602";"LINIGRA-privatna škola s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"Gjure Szaba 4";"Srednja škola";"Karmela Marin";"Trpimir-Frane  Sulić";"01 /3779-593, 091/233-5839";"01 /3779-582";"info@linigra.hr";"www.linigra.hr"
"21-114-597";"Islamska gimnazija dr. Ahmeda Smajlovića";"Grad Zagreb županija";"10000";"Zagreb";"Prilaz Safvet-bega Bašagića 1";"Srednja škola";"Mešihat islamske zajednice";"Mevludi  Arslani";"01/6131 057, 01/6155 268, 01/6155 294, 091/387-07-13";"";"info@islamska-gimnazija.hr";"http://ss-drasmajlovic-zg.skole.hr/"
"21-114-609";"Privatna umjetnička gimnazija, s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"TUŠKANAC 77";"Srednja škola";"dr.sc. Rasima Kajić";"Tea  Hofmann";"01/4854-437, 099/270-4355";"01/4854-202";"info@pug.hr, webmaster@pug.hr";"www.pug.hr"
"21-114-614";"Privatna gimnazija Dr. Časl, s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"DEDIĆI 102";"Srednja škola";"dr. sc. Martin-Tino Časl";"Martin-Tino  Časl";"01/461-10-07, 463-67-89, 091/ 2006 286";"01/463-67-89";"ravnatelj@kreativan-razvoj.hr";"www.privatna-gimnazija-casl.hr"
"21-114-615";"Privatna gimnazija i strukovna škola Svijet s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"Vlaška 40";"Srednja škola";"Marija Šarić";"Marija  Šarić";"01/ 48 73 957, 091/ 768 78 46";"01/ 48 73 958";"kontakt@privatnagimnazijasvijet.hr";"www.privatnagimnazijasvijet.hr"
"21-114-617";"Privatna gimnazija i ekonomsko-informatička škola Futura s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"Divka Budaka 1/d";"Srednja škola";"Ana Pinjušić";"Ana  Pinjušić";"01/48-28-571, 098/927-40-09";"01/48-28-572";"futura@ss-privatna-skola-futura.skole.hr";"www.skola-futura.hr"
"21-114-598";"SRPSKA PRAVOSLAVNA OPĆA GIMNAZIJA KANTAKUZINA-KATARINA BRANKOVIĆ ustanova ˝s pravom javnosti˝";"Grad Zagreb županija";"10000";"Zagreb";"Sveti Duh 122";"Srednja škola";"Eparhija zagrebačko-ljubljanska";"Slobodan  Lalić";"01/4852-871";"";"gimnazija@srpskagimnazija-zg.org";""
"05-086-517";"Privatna varaždinska gimnazija s pravom javnosti";"Varaždinska županija";"42000";"Varaždin";"Stanka Vraza 37";"Srednja škola";"ŽIGER d.o.o  MBS 070022566 TS Varaždin";;"042 330 385";"042 330385";"gimnazija@skola-ziger.hr";"www.skola-ziger.hr"
"21-114-619";"Prva Srednja informatička škola, s pravom javnosti";"Grad Zagreb županija";"10000";"Zagreb";"Vrhovec 48";"Srednja škola";"EDUKON d.o.o., MBS: 080420292, TS u Zagrebu";"Jadranka  Tudović";"01/618 5659  gsm:091/318 5659";"";"tajnistvo@isi.com.hr";"www.isi.com.hr"
"21-114-621";"Privatna gimnazija i turističko-ugostiteljska škola Jure Kuprešak";"Grad Zagreb županija";"10040";"Zagreb";"Ljubijska 82";"Srednja škola";"Jure Kuprešak";"Jure  Kuprešak";"01/2987-539, 098/283-299";"";"";""
