naziv;opis;sifra;podsifra;zupanija;mjesto;e_mail;web;url
OSNOVNA ŠKOLA VIŠNJEVAC;Osnovna škola;14-060-017;0-0;Osječko-baranjska;31220  Višnjevac;ured@os-visnjevac.skole.hr;NA;www.os-visnjevac.skole.hr
Osnovna škola Ivana Filipovića;Osnovna škola;14-060-018;0-0;Osječko-baranjska;31000  Osijek;ured@os-ifilipovica-os.skole.hr;NA;www.os-ifilipovica-os.skole.hr
Osnovna škola Retfala;Osnovna škola;14-060-019;0-0;Osječko-baranjska;31000  Osijek;ured@os-retfala-os.skole.hr;www.retfala-os.skole.hr;www.retfala-os.skole.hr
PROSVJETNO-KULTURNI CENTAR MAĐARA U REPUBLICI HRVATSKOJ;Osnovna škola, Srednja škola;14-060-021;0-0;Osječko-baranjska;31000  Osijek;hmomk@pkcm.hr , ravnatelj@pkcm.hr;www.pkcm.hr;www.pkcm.hr
Centar za autizam;Osnovna škola;14-060-022;0-0;Osječko-baranjska;31000  Osijek;ured@ss-vinkobek-os.skole.hr;NA;https://cza-os.hr/
Osnovna škola Cvjetno;Osnovna škola;14-060-023;0-0;Osječko-baranjska;31000  Briješće;NA;NA;NA
Osnovna škola Matije Petra Katančića;Osnovna škola, Umjetnička škola;14-085-001;0-0;Osječko-baranjska;31550  Valpovo;ravnatelj@oskatancic.hr , racunovodstvo@oskatancic.hr , tajnistvo@oskatancic.hr , ured@oskatancic.hr;http://oskatancic.hr;http://oskatancic.hr
Osnovna škola Ladimirevci;Osnovna škola;14-085-002;0-0;Osječko-baranjska;31550  Ladimirevci;ured@os-ladimirevci.skole.hr;www.os-ladimirevci.skole.hr;www.os-ladimirevci.skole.hr
OSNOVNA ŠKOLA VLADIMIRA NAZORA;Osnovna škola;14-325-001;0-0;Osječko-baranjska;31512  Feričanci;ured@os-vnazora-fericanci.skole.hr;www.os-vnazora-fericanci.skole.hr;www.os-vnazora-fericanci.skole.hr
Osnovna škola Josipa Jurja Strossmayera;Osnovna škola;14-326-001;0-0;Osječko-baranjska;31511  Đurđenovac;martina.pavlic6@skole.hr , ured@os-jjstrossmayera-djurdjenovac.skole.hr;http://os-jjstrossmayera-djurdjenovac.skole.hr/;http://os-jjstrossmayera-djurdjenovac.skole.hr/
OSNOVNA ŠKOLA HINKA JUHNA PODGORAČ;Osnovna škola;14-328-001;0-0;Osječko-baranjska;31433  Podgorač;os_podgorac@os-hjuhna-podgorac.skole.hr ;NA;www.os-hjuhna-podgorac.skole.hr
"Osnovna škola ""Matija Gubec""";Osnovna škola;14-384-001;0-0;Osječko-baranjska;31325  Čeminac;ceminac@os-ceminac.skole.hr;NA;www.os-ceminac.skole.hr
Osnovna škola Jagodnjak;Osnovna škola;14-384-002;0-0;Osječko-baranjska;31324  Jagodnjak;skola@os-jagodnjak.skole.hr;NA;www.os-jagodnjak.skole.hr
Osnovna škola Popovac;Osnovna škola;14-385-001;0-0;Osječko-baranjska;31303  Popovac;ured@os-popovac.skole.hr;http://www.os-popovac.skole.hr/;http://www.os-popovac.skole.hr/
Osnovna škola Kneževi Vinogradi;Osnovna škola;14-387-001;0-0;Osječko-baranjska;31309  Kneževi Vinogradi;ured@os-knezevi-vinogradi.skole.hr;http://www.os-knezevi-vinogradi.skole.hr/;http://www.os-knezevi-vinogradi.skole.hr/
OSNOVNA ŠKOLA ZMAJEVAC;Osnovna škola;14-387-002;0-0;Osječko-baranjska;31307  Zmajevac;os-zmajevac@os-zmajevac.tcloud.hr , ured@os-zmajevac.skole.hr;www.os-zmajevac.skole.hr;www.os-zmajevac.skole.hr
Osnovna škola Bilje;Osnovna škola;14-388-001;0-0;Osječko-baranjska;31327  Bilje;os-bilje@os-bilje.skole.hr;www.os-bilje.skole.hr;www.os-bilje.skole.hr
Osnovna škola Lug - Laskói Általános Iskola;Osnovna škola;14-388-003;0-0;Osječko-baranjska;31328  Lug;oslug@os-lug.skole.hr;http://os-lug.skole.hr/;http://os-lug.skole.hr/
Osnovna škola Draž;Osnovna škola;14-389-001;0-0;Osječko-baranjska;31305  Draž;os-draz@os-draz.skole.hr;http://os-draz.skole.hr/;http://os-draz.skole.hr/
Osnovna škola Darda;Osnovna škola;14-390-001;0-0;Osječko-baranjska;31326  Darda;ured@os-darda.skole.hr;http://os-darda.skole.hr/;http://os-darda.skole.hr/
Osnovna škola Ivana Kukuljevića;Osnovna škola;14-391-001;0-0;Osječko-baranjska;31551  Belišće;ured@os-ikukuljevica-belisce.skole.hr;www.os-ikukuljevica-belisce.skole.hr;www.os-ikukuljevica-belisce.skole.hr
Osnovna škola Bratoljuba Klaića;Osnovna škola;14-392-001;0-0;Osječko-baranjska;31222  Bizovac;tajnistvo@os-bklaica-bizovac.skole.hr;http://os-bklaica-bizovac.skole.hr/;http://os-bklaica-bizovac.skole.hr/
Osnovna škola Vladimir Nazor;Osnovna škola;14-393-001;0-0;Osječko-baranjska;31431  Čepin;skola@os-vnazor-cepin.skole.hr;http://os-vnazor-cepin.skole.hr/;http://os-vnazor-cepin.skole.hr/
Osnovna škola Miroslava Krleže;Osnovna škola;14-393-002;0-0;Osječko-baranjska;31431  Čepin;ured@os-mkrleze-cepin.skole.hr;NA;www.os-mkrleze-cepin.skole.hr
Osnovna škola Ernestinovo;Osnovna škola;14-394-001;0-0;Osječko-baranjska;31215  Ernestinovo;ured@os-ernestinovo.skole.hr;NA;www.os-ernestinovo.skole.hr
Osnovna škola Laslovo;Osnovna škola;14-394-002;0-0;Osječko-baranjska;31214  Laslovo;ured@os-laslovo-korog.skole.hr;www.os-laslovo-korog.skole.hr;www.os-laslovo-korog.skole.hr
Osnovna škola Gorjani;Osnovna škola;14-395-001;0-0;Osječko-baranjska;31422  Gorjani;osgorjani@os-gorjani.skole.hr;http://os-gorjani.skole.hr;http://os-gorjani.skole.hr
Osnovna škola Josip Kozarac;Osnovna škola;14-396-001;0-0;Osječko-baranjska;31424  Josipovac Punitovački;skola@os-jkozarac-josipovac-punitovacki.skole.hr;http://os-jkozarac-josipovac-punitovacki.skole.hr/;http://os-jkozarac-josipovac-punitovacki.skole.hr/
Osnovna škola Drenje;Osnovna škola;14-397-001;0-0;Osječko-baranjska;31418  Drenje;osdrenje@os-drenje.skole.hr;http://os-drenje.skole.hr/;http://os-drenje.skole.hr/
Osnovna škola Ivane Brlić Mažuranić;Osnovna škola;14-398-001;0-0;Osječko-baranjska;31224  Koška;ured@os-ibmazuranic-koska.skole.hr , miroslav.cukic@skole.hr , silvija.kovacevic3@skole.hr , ljerka.drca@skole.hr , zaklina.krulic@skole.hr , os-i.b.mazuranic@os.t-com.hr;http://www.os-ibmazuranic-koska.skole.hr;http://www.os-ibmazuranic-koska.skole.hr
Osnovna škola Petrijevci;Osnovna škola;14-399-001;0-0;Osječko-baranjska;31208  Petrijevci;tajnistvo@os-petrijevci.skole.hr;http://os-petrijevci.skole.hr/;http://os-petrijevci.skole.hr/
Osnovna škola Josipa Jurja Strossmayera;Osnovna škola;14-401-001;0-0;Osječko-baranjska;31411  Trnava;ured@os-jjstrossmayer-trnava.skole.hr;http://www.os-jjstrossmayer-trnava.skole.hr/;http://www.os-jjstrossmayer-trnava.skole.hr/
Osnovna škola Josipa Kozarca;Osnovna škola;14-402-001;0-0;Osječko-baranjska;31402  Semeljci;skola@os-jkozarca-semeljci.skole.hr   ;NA;www.os-jkozarca-semeljci.skole.hr
Osnovna škola Ivana Brlić Mažuranić;Osnovna škola;14-403-001;0-0;Osječko-baranjska;31410  Strizivojna;ured@os-ibmazuranic-strizivojna.skole.hr;NA;www.os-ibmazuranic-strizivojna.skole.hr
Osnovna škola Silvije Strahimir Kranjčević;Osnovna škola;14-404-001;0-0;Osječko-baranjska;31416  Levanjska Varoš;ured@os-sskranjcevic-levanjska-varos.skole.hr;os-sskranjcevic-levanjska-varos.skole.hr;os-sskranjcevic-levanjska-varos.skole.hr
Osnovna škola Milka Cepelića;Osnovna škola;14-405-001;0-0;Osječko-baranjska;31403  Vuka;ured@os-mcepelica-vuka.skole.hr;http://os-mcepelica-vuka.skole.hr/skola;http://os-mcepelica-vuka.skole.hr/skola
Osnovna škola Mate Lovraka;Osnovna škola;14-405-002;0-0;Osječko-baranjska;31404  Vladislavci;ured@os-mlovraka-vladislavci.skole.hr;http://os-mlovraka-vladislavci.skole.hr/;http://os-mlovraka-vladislavci.skole.hr/
OSNOVNA ŠKOLA LUKA BOTIĆ;Osnovna škola;14-406-001;0-0;Osječko-baranjska;31401  Viškovci;os-viskovci@os-lbotic-viskovci.skole.hr , ured@os-lbotic-viskovci.skole.hr;https://www.os-lbotic-viskovci.skole.hr;https://www.os-lbotic-viskovci.skole.hr
Osnovna škola Matija Gubec;Osnovna škola;14-407-001;0-0;Osječko-baranjska;31542  Magadenovac;ured@os-mgubec-magadenovac.skole.hr;http://os-mgubec-magadenovac.skole.hr/;http://os-mgubec-magadenovac.skole.hr/
Osnovna škola Dalj;Osnovna škola;14-411-001;0-0;Osječko-baranjska;31226  Dalj;ured@os-dalj.skole.hr;http://os-dalj.skole.hr/;http://os-dalj.skole.hr/
Osnovna škola Bijelo Brdo;Osnovna škola;14-411-002;0-0;Osječko-baranjska;31204  Bijelo Brdo;ured@os-bijelo-brdo.skole.hr;www.os-bijelo-brdo.skole.hr;www.os-bijelo-brdo.skole.hr
Osnovna škola Antunovac;Osnovna škola;14-412-001;0-0;Osječko-baranjska;31216  Antunovac;ured@os-antunovac.skole.hr;www.osantunovac.hr;www.osantunovac.hr
Osnovna škola Ante Starčevića Viljevo;Osnovna škola;14-485-001;0-0;Osječko-baranjska;31531  Viljevo;ured@os-astarcevica-viljevo.skole.hr;os-astarcevica-viljevo.skole.hr;os-astarcevica-viljevo.skole.hr
OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA PETROPOLJSKOG;Osnovna škola;15-017-001;0-0;Šibensko-kninska;22320  Drniš;sasa.kolombo@gmail.com  , skolaosdrnis@gmail.com;http://os-ampetropoljskog-drnis.skole.hr/;http://os-ampetropoljskog-drnis.skole.hr/
OSNOVNA ŠKOLA DOMOVINSKE ZAHVALNOSTI;Osnovna škola;15-036-001;0-0;Šibensko-kninska;22300  Knin;ured.ravnatelj@os-domovinske-zahvalnosti-kn.skole.hr , ured.ravnatelj@os-domovinske-zahvalnosti-kn.skole.hr;http://os-domovinske-zahvalnosti-kn.skole.hr/;http://os-domovinske-zahvalnosti-kn.skole.hr/
OSNOVNA ŠKOLA DR. FRANJE TUĐMANA;Osnovna škola;15-036-002;0-0;Šibensko-kninska;22300  Knin;ured@os-drfranjetudmana-knin.skole.hr;http://os-drfranjetudmana-knin.skole.hr/;http://os-drfranjetudmana-knin.skole.hr/
OSNOVNA ŠKOLA FAUSTA VRANČIĆA;Osnovna škola;15-081-001;0-0;Šibensko-kninska;22000  Šibenik;fausta.vrancica@os-fvrancica-si.skole.hr;www.os-fvrancica-si.skole.hr;www.os-fvrancica-si.skole.hr
Osnovna škola Petra Krešimira IV.;Osnovna škola;15-081-002;0-0;Šibensko-kninska;22000  Šibenik;ured@os-petrakresimiracetvrtog-si.skole.hr;NA;www.os-petrakresimiracetvrtog-si.skole.hr
Osnovna škola JURJA ŠIŽGORIĆA;Osnovna škola;15-081-003;0-0;Šibensko-kninska;22000  Šibenik;ured@os-jsizgorica-si.skole.hr;NA;www.os-jsizgorica-si.skole.hr
Osnovna škola JURJA DALMATINCA ŠIBENIK;Osnovna škola, Umjetnička škola;15-081-004;0-0;Šibensko-kninska;22000  Šibenik;ured@os-jdalmatinca-si.skole.hr , os-sibenik-004@skole.hr;http://www.os-jdalmatinca-si.skole.hr/;http://www.os-jdalmatinca-si.skole.hr/
Osnovna škola Tina Ujevića;Osnovna škola;15-081-005;0-0;Šibensko-kninska;22000  Šibenik;ured@os-tujevica-si.skole.hr;NA;www.os-tujevica-si.skole.hr
OSNOVNA ŠKOLA VIDICI;Osnovna škola;15-081-006;0-0;Šibensko-kninska;22000  Šibenik;osvidici@os-vidici-si.skole.hr;NA;www.os-vidici-si.skole.hr
Osnovna škola Vrpolje;Osnovna škola;15-081-007;0-0;Šibensko-kninska;22206  Vrpolje;vrpolje007@os-vrpolje.skole.hr;NA;www.os-vrpolje.skole.hr
Osnovna škola Brodarica;Osnovna škola;15-081-009;0-0;Šibensko-kninska;22010  BRODARICA;ured@os-brodarica.skole.hr;NA;www.os-brodarica.skole.hr
KATOLIČKA OSNOVNA ŠKOLA;Osnovna škola;15-081-010;0-0;Šibensko-kninska;22000  Šibenik;katolicka-os@hi.t-com.hr;NA;https://os-katolicka-si.skole.hr/
CENTAR ZA ODGOJ I OBRAZOVANJE ŠUBIĆEVAC;Osnovna škola, Srednja škola;15-081-011;0-0;Šibensko-kninska;22000  Šibenik;ured@centar-odgojiobrazovanje-subicevac-si.skole.hr;http://centar-odgojiobrazovanje-subicevac-si.skole.hr/;http://centar-odgojiobrazovanje-subicevac-si.skole.hr/
"Osnovna škola ""Meterize""";Osnovna škola;15-081-012;0-0;Šibensko-kninska;22000  Šibenik;ured@os-meterize-si.skole.hr;NA;www.os-meterize-si.skole.hr
Osnovna škola Kistanje;Osnovna škola;15-376-001;0-0;Šibensko-kninska;22305  Kistanje;ured@os-kistanje.skole.hr;www.os-kistanje.skole.hr;www.os-kistanje.skole.hr
OSNOVNA ŠKOLA PRIMOŠTEN;Osnovna škola;15-413-001;0-0;Šibensko-kninska;22202  Primošten;ured@os-primosten.skole.hr;http://os-primosten.skole.hr/;http://os-primosten.skole.hr/
OSNOVNA ŠKOLA ROGOZNICA;Osnovna škola;15-413-002;0-0;Šibensko-kninska;22203  Rogoznica;osrogoznica@gmail.com , ured@os-rogoznica.skole.hr ;NA;www.os-rogoznica.skole.hr
OSNOVNA ŠKOLA SKRADIN;Osnovna škola;15-414-001;0-0;Šibensko-kninska;22222  Skradin;ured@os-skradin.hr;www.os-skradin.skole.hr;www.os-skradin.skole.hr
OSNOVNA ŠKOLA VJEKOSLAVA KALEBA;Osnovna škola, Umjetnička škola;15-415-001;0-0;Šibensko-kninska;22240  Tisno;ured@os-tisno.skole.hr;NA;www.os-tisno.skole.hr
Osnovna škola MURTERSKI ŠKOJI;Osnovna škola;15-415-002;0-0;Šibensko-kninska;22243  Murter;ured@os-murterski-skoji.skole.hr , zeljka.radman1@skole.hr;NA;www.os-murterski-skoji.skole.hr
OSNOVNA ŠKOLA PIROVAC;Osnovna škola;15-415-003;0-0;Šibensko-kninska;22213  Pirovac;ured@os-pirovac.skole.hr;www.os-pirovac.skole.hr;www.os-pirovac.skole.hr
OSNOVNA ŠKOLA VODICE;Osnovna škola;15-416-001;0-0;Šibensko-kninska;22211  Vodice;vodice@os-vodice.skole.hr;www.os-vodice.skole.hr;www.os-vodice.skole.hr
OSNOVNA ŠKOLA ČISTA VELIKA;Osnovna škola;15-416-002;0-0;Šibensko-kninska;22214  Čista Velika;ured@os-cista-velika.skole.hr;NA;www.os-cista-velika.skole.hr
Osnovna škola Jakova Gotovca;Osnovna škola;15-419-001;0-0;Šibensko-kninska;22323  Unešić;unesic@os-jgotovca-unesic.skole.hr;os-jgotovca-unesic.skole.hr;os-jgotovca-unesic.skole.hr
Osnovna škola Bartola Kašića;Osnovna škola;16-088-001;0-0;Vukovarsko-srijemska;32100  Vinkovci;ured@os-bkasica-vk.skole.hr;http://os-bkasica-vk.skole.hr;http://os-bkasica-vk.skole.hr
OSNOVNA ŠKOLA JOSIPA KOZARCA, Vinkovci;Osnovna škola;16-088-002;0-0;Vukovarsko-srijemska;32100  Vinkovci;josip.kozarac@os-jkozarca-vk.skole.hr;http://os-jkozarca-vk.skole.hr/;http://os-jkozarca-vk.skole.hr/
Osnovna škola Ivana Gorana Kovačića;Osnovna škola;16-088-003;0-0;Vukovarsko-srijemska;32100  Vinkovci;ured@os-igkovacica-vk.skole.hr;http://os-igkovacica-vk.skole.hr;http://os-igkovacica-vk.skole.hr
Osnovna škola Vladimira Nazora;Osnovna škola;16-088-004;0-0;Vukovarsko-srijemska;32100  Vinkovci;o.s.vladimira.nazora@vk.t-com.hr , vlana@os-vnazora-vk.skole.hr;http://os-vnazora-vk.skole.hr/;http://os-vnazora-vk.skole.hr/
Osnovna škola Ivana Mažuranića;Osnovna škola;16-088-005;0-0;Vukovarsko-srijemska;32100  Vinkovci;ured@os-imazuranica-vk.skole.hr;http://os-imazuranica-vk.skole.hr/;http://os-imazuranica-vk.skole.hr/
Osnovna škola Nikole Tesle;Osnovna škola;16-088-006;0-0;Vukovarsko-srijemska;32100  Mirkovci;ntesle@os-mirkovci.skole.hr , os-mirkovci@vk.t-com.hr ;NA;www.os-mirkovci.skole.hr
Osnovna škola Antun Gustav Matoš;Osnovna škola;16-088-007;0-0;Vukovarsko-srijemska;32100  Vinkovci;agma@os-agmatos-vk.skole.hr;http://os-agmatos-vk.skole.hr/;http://os-agmatos-vk.skole.hr/
Osnovna škola Dragutina Tadijanovića;Osnovna škola, Umjetnička škola;16-096-002;0-0;Vukovarsko-srijemska;32000  Vukovar;racunovodstvo@os-dtadijanovica-vu.skole.hr   , ravnateljica@os-dtadijanovica-vu.skole.hr   , tajnica@os-dtadijanovica-vu.skole.hr , skola@os-dtadijanovica-vu.skole.hr;http://www.os-dtadijanovica-vu.skole.hr/;http://www.os-dtadijanovica-vu.skole.hr/
Osnovna škola Nikole Andrića;Osnovna škola;16-096-004;0-0;Vukovarsko-srijemska;32000  Vukovar;ured@os-nandrica-vu.skole.hr;os-nandrica-vu.skole.hr;os-nandrica-vu.skole.hr
OSNOVNA ŠKOLA MITNICA;Osnovna škola;16-096-005;0-0;Vukovarsko-srijemska;32000  Vukovar;ured@os-mitnica-vu.skole.hr;www.os-mitnica-vu.skole.hr;www.os-mitnica-vu.skole.hr
Osnovna škola Josipa Matoša;Osnovna škola;16-096-006;0-0;Vukovarsko-srijemska;32000  Vukovar;ured@os-jmatosa-vu.skole.hr , ured@os-jmatosa-vu.skole.hr;NA;www.os-jmatosa-vu.skole.hr
OSNOVNA ŠKOLA ANTUNA BAUERA;Osnovna škola;16-096-008;0-0;Vukovarsko-srijemska;32000  Vukovar;zlatko.milic@skole.hr , tajnistvo@os-abauera-vu.skole.hr;http://os-abauera-vu.skole.hr;http://os-abauera-vu.skole.hr
Osnovna škola Ivana Kozarca Županja;Osnovna škola, Umjetnička škola;16-111-001;0-0;Vukovarsko-srijemska;32270  Županja;ured@os-ikozarca-zu.skole.hr;http://os-ikozarca-zu.skole.hr/;http://os-ikozarca-zu.skole.hr/
Osnovna škola Mate Lovraka;Osnovna škola;16-111-002;0-0;Vukovarsko-srijemska;32270  Županja;os.mlovraka.zu@os-mlovraka-zu.skole.hr;http://os-mlovraka-zu.skole.hr/;http://os-mlovraka-zu.skole.hr/
Osnovna škola Ivana Martinovića;Osnovna škola;16-111-004;0-0;Vukovarsko-srijemska;32274  Štitar;ured@os-imartinovica.skole.hr;NA;www.os-imartinovica.skole.hr
Osnovna škola fra Bernardina Tome Leakovića;Osnovna škola;16-420-001;0-0;Vukovarsko-srijemska;32275  Bošnjaci;marko.kovacevic3@skole.hr , ured@os-btleakovica-bosnjaci.skole.hr;NA;www.os-btleakovica-bosnjaci.skole.hr
Osnovna škola Siniše Glavaševića;Osnovna škola;16-421-001;0-0;Vukovarsko-srijemska;32010  Vukovar;ured@os-sinise-glavasevica-vu.skole.hr;www.os-sinise-glavasevica-vu.skole.hr;www.os-sinise-glavasevica-vu.skole.hr
Osnovna škola Blage Zadre;Osnovna škola;16-421-002;0-0;Vukovarsko-srijemska;32010  Vukovar;ured@os-blage-zadre-vu.skole.hr;NA;www.os-blage-zadre-vu.skole.hr
Osnovna škola BOROVO;Osnovna škola;16-421-003;0-0;Vukovarsko-srijemska;32227  Borovo;ured@os-borovo.skole.hr , os-borovo@vk.ht.hr;NA;www.os-borovo.skole.hr
Osnovna škola Matija Antun Reljković;Osnovna škola;16-422-001;0-0;Vukovarsko-srijemska;32272  Cerna;ured@os-mareljkovic-cerna.skole.hr , os.cerna001@gmail.com;http://os-mareljkovic-cerna.skole.hr/;http://os-mareljkovic-cerna.skole.hr/
Osnovna škola GRADIŠTE;Osnovna škola;16-423-001;0-0;Vukovarsko-srijemska;32273  Gradište;ured@os-gradiste.skole.hr;http://os-gradiste.skole.hr/;http://os-gradiste.skole.hr/
Osnovna škola Antun i Stjepan Radić;Osnovna škola;16-424-001;0-0;Vukovarsko-srijemska;32260  Gunja;ured@os-antunistjepanradic-gunja.skole.hr;http://os-antunistjepanradic-gunja.skole.hr/ , https://www.facebook.com/OSGunja/;http://os-antunistjepanradic-gunja.skole.hr/ , https://www.facebook.com/OSGunja/
Osnovna škola Franjo Hanaman;Osnovna škola;16-425-001;0-0;Vukovarsko-srijemska;32257  Drenovci;ured@os-fhanaman-drenovci.skole.hr;NA;www.os-fhanaman-drenovci.skole.hr
Osnovna škola Ivan Filipović;Osnovna škola;16-425-002;0-0;Vukovarsko-srijemska;32262  Račinovci;ured@os-ifilipovic-racinovci.skole.hr;NA;www.os-ifilipovic-racinovci.skole.hr
Osnovna škola Davorin Trstenjak;Osnovna škola;16-425-003;0-0;Vukovarsko-srijemska;32258  Posavski Podgajci;ured@os-dtrstenjak-podgajci-posavski.skole.hr;NA;www.os-dtrstenjak-podgajci-posavski.skole.hr
Osnovna škola Julija Benešića;Osnovna škola;16-426-001;0-0;Vukovarsko-srijemska;32236  Ilok;ured@os-ilok.skole.hr;NA;www.os-ilok.skole.hr
Osnovna škola dr. Franjo Tuđman;Osnovna škola;16-426-002;0-0;Vukovarsko-srijemska;32234  Šarengrad;ured@os-drftudjman-sarengrad.skole.hr;http:/www.os-drftudjman-sarengrad.skole.hr;http:/www.os-drftudjman-sarengrad.skole.hr
Osnovna škola August Cesarec;Osnovna škola;16-427-001;0-0;Vukovarsko-srijemska;32281  Ivankovo;ravnatelj@os-acesarec-ivankovo.skole.hr  , racunovodstvo@os-acesarec-ivankovo.skole.hr  , tajnik@os-acesarec-ivankovo.skole.hr  , pedagog@os-acesarec-ivankovo.skole.hr  , knjiznica@os-acesarec-ivankovo.skole.hr  , dragica.maricos@gmail.com , skola@os-acesarec-ivankovo.skole.hr;NA;www.os-acesarec-ivankovo.skole.hr
Osnovna škola Ane Katarine Zrinski;Osnovna škola;16-427-002;0-0;Vukovarsko-srijemska;32282  Retkovci;tajnistvo.retkovci@gmail.com , skola@os-akzrinski-retkovci.skole.hr;NA;www.os-akzrinski-retkovci.skole.hr
Osnovna škola Matija Gubec;Osnovna škola;16-428-001;0-0;Vukovarsko-srijemska;32280  Jarmina;tajnistvo@os-mgubec-jarmina.skole.hr;www.os-mgubec-jarmina.skole.hr;www.os-mgubec-jarmina.skole.hr
Osnovna škola Lovas;Osnovna škola;16-429-001;0-0;Vukovarsko-srijemska;32237  Lovas;ured@os-lovas.skole.hr;NA;www.os-lovas.skole.hr
Osnovna škola Antun Gustav Matoš Tovarnik;Osnovna škola;16-430-001;0-0;Vukovarsko-srijemska;32249  Tovarnik;ured@os-agmatos-tovarnik.skole.hr;http://os-agmatos-tovarnik.skole.hr/;http://os-agmatos-tovarnik.skole.hr/
OSNOVNA ŠKOLA ZRINSKIH NUŠTAR;Osnovna škola;16-431-001;0-0;Vukovarsko-srijemska;32221  Nuštar;tajnistvo@os-zrinskih-nustar.skole.hr , pedagog@os-zrinskih-nustar.skole.hr , racunovodstvo@os-zrinskih-nustar.skole.hr , zrinus@os-zrinskih-nustar.skole.hr , ravnatelj@os-zrinskih-nustar.skole.hr;http://os-zrinskih-nustar.skole.hr/;http://os-zrinskih-nustar.skole.hr/
Osnovna škola Ivan Kozarac;Osnovna škola;16-432-001;0-0;Vukovarsko-srijemska;32245  Nijemci;ured@os-ikozarac-nijemci.skole.hr;www.os-ikozarac-nijemci.skole.hr;www.os-ikozarac-nijemci.skole.hr
Osnovna škola LIPOVAC;Osnovna škola;16-432-002;0-0;Vukovarsko-srijemska;32246  Lipovac;ured@os-lipovac.skole.hr;NA;www.os-lipovac.skole.hr
Osnovna škola Ilača-Banovci;Osnovna škola;16-432-003;0-0;Vukovarsko-srijemska;32248  Ilača;ured@os-ilaca-banovci.skole.hr;NA;www.os-ilaca-banovci.skole.hr
Osnovna škola Josipa Lovretića;Osnovna škola;16-433-001;0-0;Vukovarsko-srijemska;32252  Otok;ured@os-jlovretica-otok.skole.hr;http://os-jlovretica-otok.skole.hr/;http://os-jlovretica-otok.skole.hr/
Osnovna škola Vladimir Nazor;Osnovna škola;16-433-002;0-0;Vukovarsko-srijemska;32253  Komletinci;ured@os-vnazor-komletinci.skole.hr , os-v.nazor@vk.htnet.hr;os-vnazor-komletinci.skole.hr;os-vnazor-komletinci.skole.hr
Osnovna škola Stjepana Antolovića;Osnovna škola;16-433-003;0-0;Vukovarsko-srijemska;32251  Privlaka;ured@os-santolovica-privlaka.skole.hr;http://os-santolovica-privlaka.skole.hr/;http://os-santolovica-privlaka.skole.hr/
Osnovna škola ČAKOVCI;Osnovna škola;16-435-001;0-0;Vukovarsko-srijemska;32238  Čakovci;skola@os-cakovci.skole.hr; http://www.os-cakovci.skole.hr; http://www.os-cakovci.skole.hr
Osnovna škola STARI JANKOVCI;Osnovna škola;16-436-001;0-0;Vukovarsko-srijemska;32241  Stari Jankovci;ravnatelj@os-stari-jankovci.skole.hr , skola@os-stari-jankovci.skole.hr;http://os-stari-jankovci.skole.hr;http://os-stari-jankovci.skole.hr
Osnovna škola Slakovci;Osnovna škola;16-436-003;0-0;Vukovarsko-srijemska;32242  Slakovci;joza.ivakic@vk.t-com.hr , slak@os-slakovci.skole.hr;NA;www.os-slakovci.skole.hr
Osnovna škola Stjepana Cvrkovića;Osnovna škola;16-437-001;0-0;Vukovarsko-srijemska;32284  Stari Mikanovci;ured@os-scvrkovica-stari-mikanovci.skole.hr;NA;www.os-scvrkovica-stari-mikanovci.skole.hr
Osnovna škola Vođinci;Osnovna škola;16-437-002;0-0;Vukovarsko-srijemska;32283  Vođinci;ured@os-vodjinci.skole.hr;NA;www.os-vodjinci.skole.hr
OSNOVNA ŠKOLA KOROG, KOROG;Osnovna škola;16-438-001;0-0;Vukovarsko-srijemska;31214  Korog;ured@os-korog.skole.hr;NA;www.os-korog.skole.hr
Osnovna škola MARKUŠICA;Osnovna škola;16-438-002;0-0;Vukovarsko-srijemska;32213  Markušica;ured@os-markusica.skole.hr;os-markusica.skole.hr;os-markusica.skole.hr
Osnovna škola Tordinci;Osnovna škola;16-438-003;0-0;Vukovarsko-srijemska;32214  Tordinci;os-tordinci@os-tordinci.skole.hr;www.os-tordinci.skole.hr;www.os-tordinci.skole.hr
Osnovna škola TRPINJA;Osnovna škola;16-439-001;0-0;Vukovarsko-srijemska;32224  Trpinja;ured@os-trpinja.skole.hr;www.os-trpinja.skole.hr;www.os-trpinja.skole.hr
Osnovna škola Bobota;Osnovna škola;16-439-002;0-0;Vukovarsko-srijemska;32225  Bobota;ured@os-bobota.skole.hr , ravnatelj@os-bobota.skole.hr;http://os-bobota.skole.hr/;http://os-bobota.skole.hr/
Osnovna škola Bršadin;Osnovna škola;16-439-003;0-0;Vukovarsko-srijemska;32222  Bršadin;ured@os-brsadin.skole.hr;NA;www.os-brsadin.skole.hr
Osnovna škola Mare Švel-Gamiršek;Osnovna škola;16-440-001;0-0;Vukovarsko-srijemska;32254  Vrbanja;ured@os-msgamirsek-vrbanja.skole.hr;os-msgamirsek-vrbanja.skole.hr;os-msgamirsek-vrbanja.skole.hr
Osnovna škola Josip Kozarac Soljani;Osnovna škola;16-440-002;0-0;Vukovarsko-srijemska;32255  Soljani;ured@os-jkozarac-soljani.skole.hr;NA;www.os-jkozarac-soljani.skole.hr
